以下の作品リストについて、各タイトルの「読みの先頭1文字」をカタカナで返してください。

【ルール】
・括弧・鍵括弧（【】、()、[]、「」など）は無視し、その内側ではなく、除去した後の最初の有効な文字の読みを使う
・漢字 → その読みの先頭1文字をカタカナで（例：隣→ト、双→フ、異→イ）
・英字・アルファベット → 日本語読みの先頭1文字をカタカナで（例：L→エ、A→エ、R→ア）
・数字 → 日本語読みの先頭1文字をカタカナで（例：1→イ、2→ニ、3→サ）
・ひらがな・カタカナ始まり → その1文字をカタカナに（例：あ→ア、か→カ）
・不明・判断できない場合は「?」を返す

【出力形式】
workId（タブ）読みの1文字
1行1作品。元の順序を維持。ヘッダー不要。

例：
d_abc123	ト
d_141455	全員失格・母親のメス豚セックス調教記録
d_141477	彼とわたしと店長の深夜勤務3
d_141549	後輩萩野との曖昧な関係
d_141574	人妻とNTR町内旅行-二日目-
d_141579	隣の泥●妻
d_141580	BONCHIAGE（＃1）
d_141670	MECHANICAL TEMPTS
d_141677	放課後の体育倉庫 -歪んだ愛情編-
d_141691	NTR快感
d_146072	妹の素足（おなほーる）
d_146115	旧校舎裏文化祭＃2 ご注文は交尾ですか？動物ふれあいカフェ編
d_146139	優等生 綾香のウラオモテ 総集編01
d_146183	秘密2〜父娘の秘密・’ママ’と父の出会い〜
d_146206	娼年ジャンヌ
d_146212	全滅パーティーレ●プ
d_146225	紳士付きメイドのソフィーさん 1
d_146226	星野竜一 未コミック化作品集
d_146242	夜の夕張30歳と一緒の日常総集編 あとで感想聞かせてね
d_146248	高飛車エルフ強●婚姻！！4
d_146257	離島へ転校したらホストファミリーがドスケベで困る8
d_146268	愛妻、同意の上、寝取られ 3 〜小川家の場合〜
d_146367	早見さんは目が見えない
d_146369	僕の異世界ハーレム 発情！猫の国編
d_146371	異世界ハーレム物語〜女騎士に中出しを〜
d_146372	催●SEX教本
d_146378	人妻催●調教 発情催●に堕ちた妻が夫の前で腰をふる
d_146444	JK化リフレ
d_146549	陵●〜蹂躙・絶頂〜
d_146614	催●アプリで雌奴●を作ってみた 金髪少女の場合その1
d_146652	甘いユメ
d_146731	感覚のパラフィリア 〜肉食系JKたちにチ●ポの感覚を支配されたら〜
d_146742	「志麻子 〜妻の母〜」 7
d_146803	蜜月デストロイヤー4（1.2）
d_146805	GUND CUNNUM vol.3 孕み森の出産式
d_146818	近所のツンツン妹と無表情姉に迫られえっち
d_146819	彼女の妹が巨乳ミニスカJKで小悪魔系2
d_146821	交際半年目の彼女と放課後とろとろえっち
d_146825	高飛車巨乳お嬢様と秘密のえっち
d_146826	知的文学美少女とイキまくりお勉強えっち
d_146909	弟の娘2 -父がそばにいるのに…JKの姪っ娘を責めるおじの肉欲-
d_146955	突きたて！！王様げぇむ2
d_147023	Side effect
d_147145	無口少女の痴●被害5〜8総集編
d_147163	FallenXXangeL完全版結乃舞
d_147184	武部沙織ちゃんという彼女との日常。
d_147200	催●性指導 倉敷麗華の場合
d_147228	催●術でブラック校則つくっちゃいました
d_147284	制服ギャルと童貞教師の秘密の性教育
d_147358	咲耶と恋鐘が催●でAVデビューする本
d_147376	憧れの上司と○○しまして総集編＋α
d_147379	緑のルーペの同人誌 vol.1
d_147417	総集編第1弾9作品598ページ＋新作体験版
d_147483	巨乳女上司催●肉人形
d_147547	夫の寝てる間に蕩かされて堕ちた人妻
d_147554	睡華
d_147562	陸上部のみずほちゃん
d_147621	三船さんをおそいたい
d_147622	三船さんに慰められたい
d_147627	立花優希奈援交日誌5「さよなら私の大好きな人…」
d_147689	幼馴染みはJKポニテ
d_147767	NTR ミッドナイトプール ハプニングバー編
d_147780	悦楽の女理事長〜秘密の保健室編〜
d_147895	女子大生南ことりのヤリサー事件簿
d_147906	r.i.s factory アイ○ス総集編1〜貴○・美○〜
d_147946	魔法少女錬精システム EPISODE 02
d_148022	昔は可愛かった2
d_148063	催●で・・・2
d_148070	女子大生南ことりのヤリサー事件簿 〜ナイトプールで乱交パーリー編〜
d_148105	夏が終わるまで 夏の終わり前編
d_148261	女子大生南ことりのヤリサー事件簿 〜夏合宿で焦らし絶頂編〜
d_148384	THEヨーソロー
d_148416	僕の彼女は推薦がもらえない
d_148417	人妻とNTR温泉旅行-総集編-
d_148451	兄夫婦の娘-昏●姦-
d_148528	女子大生南ことりのヤリサー事件簿 〜夏合宿でおちんぽラリー編〜
d_148548	浴衣とレ●プとアニキと俺と。【完全版＋アフターストーリー】
d_148599	僕にセフレが出来た理由 〜おとなりの人妻編〜
d_148607	憧れのお姉さんが兄嫁になった
d_148621	地味子J○が変態露出セックスするまで
d_148645	催●性指導2.5 経過観察
d_148724	恋人ごっこ2
d_148869	隙あらばエロい下着を見せつけてきたり、変態プレイを懇願してくる清楚ビッチ母娘。〜シリーズ前後編おまとめパック〜
d_148899	共有地の魔3
d_149133	裏切りの果てに…〜ハメられ寝取られ堕ちていく〜
d_149185	兄と結婚した初恋の幼馴染を寝取る話
d_149198	修学旅行x王様ゲーム
d_149264	地味子と一日中セックス3-初めてのラブホテル-
d_149351	俺の大切な幼馴染が親父のセフレになっていた件
d_149435	馬車の旅 総集編＋α
d_149639	HAMEDORI no YATSU
d_149642	元ヤン妻が堕ちるまで
d_149643	突発性勃起症候群〜自慰不全を添えて〜
d_149660	魔法少女★すわっぷ！〜新米教師の俺が魔法少女と入れ替わっちゃったら〜
d_149848	不感少女がおじさんに負けた日
d_149853	I - H 総集編3
d_149975	SUKEBE Order VOL.02
d_150014	人妻西住○ほ寝取られ総集編
d_150107	淫獣楽園〜キョマラ討伐篇1〜
d_150173	『虜囚王女』＆『虜囚王女-不正規戦-』フルカラー版セット
d_150183	今夜、夫の上司に抱かれに行きます・・・
d_150249	姉弟失格
d_150252	快感♀（メス）堕ち〜DK美結、初めてのメスイキ〜
d_150389	元彼ちんぽに即堕ち！NTR新妻かおり
d_150399	Astolfo×Astolfo
d_150470	LOVE TRIANGLE Z PART 2 - たくさんエッチしちゃおう！
d_150501	人妻不貞交尾図録 融 〜人妻浮気合同〜
d_150596	童貞の俺を誘惑するえっちな女子たち！？ 4
d_150717	狂性恋愛 俺と姉の歪んだ関係
d_150811	文学女子に食べられる2
d_150881	政府公認NTR子作りマッチング総集編plus
d_150905	全裸でホテルの部屋から閉め出されちゃった美咲ちゃん
d_151119	絶対敗北！ シャイニーハーツ 〜洗脳なんかに負けないっ！！〜
d_151142	週末のたわわ総集編＋α
d_151152	卒アルデリヘル -卒業アルバムからクラスメイトを指名できる不思議なデリヘル-
d_151192	生鮮妻の品格
d_151196	映画館で罠にハメられた風紀委員長
d_151250	姫子総集編
d_151351	無人島JK！ちょろいよ吉村さん！ 3〜みんなで寝取り編〜
d_151449	天馬覆滅-カチュア売春編-
d_151534	ANMITSU TOUHOU HISTORY Vol.2
d_151613	催●調教エロゲのヒロインに転生してしまった俺は攻略されずに逃げきりたい！
d_151729	息子の同級生に枕営業物語3
d_151956	昔はカッコよかった
d_151971	潮吹きはおもらしにはいりますか？
d_151982	蕎麦部作品集一
d_152132	催●アプリでいいなり人形にされた清楚な人妻〜美穂〜
d_152141	鮫島社長は経産婦がお好き
d_152206	人妻幼馴染とひと夏のできごと
d_152238	噂のヒト
d_152304	大正TS乙女草子
d_152323	外国人妻と淫らな性活 絶倫ホームステイ！-After-
d_152447	初めての学生バイト 信じていた店長に脱処女された都会を知らない学生
d_152470	差し押さえられた妻、公売出品NTR
d_152581	母喰い 〜おっとりお母さんが年下ヤリチンに狙われる時〜
d_152589	煌盾装騎エルセイン旧作パック3 研究所実験体編＋α
d_152596	欲求不満な息子の妻は義父のチ〇ポでメスになる
d_152709	会長は覚えてない！
d_152726	煌盾装騎エルセイン VS淫魔女王ドゥミナデルカ編3作パック
d_152839	煌盾戦姫エルセイン 恥虐の隷獄島 前後編
d_152845	後輩萩野との曖昧な関係2
d_152928	女装子ハッテン系 ≪ 春原市東部浄水場 篇 ≫
d_152985	甘リリス
d_153129	私もう、おばさんだよ
d_153169	FORK IN THE ROAD （改訂版/同人版 同梱セット）
d_153170	陸魚
d_153173	茉里（前篇）
d_153174	茉里（後編）
d_153301	調教愛3
d_153304	異能者狩り 総集編02 人形使い編
d_153305	引っ越した先の隣人は、おっぱいの大きなとてもエッチなお母さんでした。
d_153364	幼馴染のママ
d_153365	離島へ転校したらホストファミリーがドスケベで困る総集編
d_153457	隣のJKに脅されて入り浸られてます（泣
d_153579	元ヤンJKサキ
d_153599	母さんじゃなきゃダメなんだっ！！5 〜完結編・前編〜
d_153664	夜半の嵐
d_153872	S.N.S ＃1 脅迫
d_153875	真夏のヘラ
d_153930	新人メイドが思ったより有能だった件
d_154040	四宮かぐやを強●したい
d_154049	Re:Temptation2
d_154134	七日姦 大切な彼女がコキ穴に扱われる日々
d_154196	JK母乳催●部
d_154360	夏休みに会えなかった僕の彼女は。
d_154391	POM 総集編
d_154488	初めての女は隣の人妻でした
d_154497	初恋のお姉さんに甘えたいだけの人生だった
d_154518	母乳ちゃんは射（だ）したい。4
d_154545	先生はロリコンで変態のクズ
d_154567	先生はロリコンで最低変態のゴミクズ 後
d_154572	夏休み。優しい叔母は、メスでした。
d_154671	純粋無垢で処女な彼女がヤリ○ン先輩に脅され寝取られ玩具にされていた
d_154672	淫魔と契約して学園支配〜ムッツリ童貞メガネが生徒会や巨乳ギャルのナマイキ穴にたっぷり強●生注入〜
d_154799	NATURAL
d_154899	話が早すぎるバイト先の先輩
d_154956	Heroine Harassment グレイトマダム 夕張ユノ2
d_154958	円交女子はお好きですか？
d_155073	女体化した俺の爛れたアイドル生活
d_155109	姉浜。・姉浜。2・姉浜。3 オールインワンパック
d_155180	魔法少女デストラクション
d_155221	魔物の物語2〜魔軍襲来〜
d_155251	母のツトメ〜引き篭もり息子の性処理道具〜
d_155284	催●性教育 完全版 後編（完結）
d_155287	ArcanaVI
d_155293	無人島キメセク快楽堕ち…ないJK！吉村さん5話
d_155342	新退魔士カグヤ5
d_155418	独身中年男がギャルにハマる話
d_155541	桐須先生は我慢ができない
d_155550	仮想童話は危険がいっぱい！？ 不幸なお姫様編1
d_155551	仮想童話は危険がいっぱい！？夢見がちな少女編2
d_155552	仮想童話は危険がいっぱい！？IFボロ負けバッドエンド編
d_155696	蕩
d_155720	黒ギャル男の娘ママ総集編っす！
d_155797	母娘温泉旅行調教記録
d_155846	妻を風俗嬢にしてはならないこれだけの理由
d_155898	先輩のいない間に
d_156038	地味属性ド変態カノジョ
d_156202	LET
d_156203	reginae
d_156280	SEXをすればえらいような風潮
d_156291	私に訪れた鬼畜と絶望な日々
d_156544	梅雨の社
d_156689	強●援交3〜黒ギャルJKをカネで抱きたい！〜
d_156716	他人棒に喘ぐ妻 第1話
d_156829	童貞の俺を誘惑するえっちな女子たち！？第5話
d_156849	男の子でもいいですか？
d_156975	魔女は結局その客と。。。
d_157018	冴えない後輩少女の育ち方
d_157064	覚悟を決めた極道娘にあの手この手で迫られ俺はもう… 2巻
d_157242	催●用務員case02 杉崎霧香の一週間
d_157418	妹催●開発「体が動かないっ！！」
d_157435	淫溺の令嬢2〜衆目に晒される痴態〜
d_157458	女子プロレスラーVS素人男 3本セット
d_157561	1000円カットのおネエさんにスいてもらう本。プラス
d_157611	償い妻 番外編
d_157619	女教師×生徒2〜フトンの中であせだくムレムレセックス〜
d_157657	僕にセフレが出来た理由 〜バイト先のJ〇編〜
d_157666	親友の娘 早織
d_157679	義兄漬け〜マイホーム資金を株で溶かした人妻は…〜
d_157811	男だらけの世界！女性化生徒の妊娠事情 上巻
d_157946	黒の檻・堕ちとられ・虜 RIN 3作品セット
d_158009	欲求不満なうさぎは上手におねだりができない
d_158138	人妻孕む
d_158224	僕の異世界ハーレム 総集編 1
d_158309	息子を求めて母は鳴く
d_158310	姉を売った…少年Mの手記
d_158395	母と二人で暮らしていたら新しいパパを連れてきて私が見てる前で・・・
d_158441	眠姦合宿 陸上女子・仁木みのりと人目を盗んで…
d_158444	艦隊悪堕ち計画2〜翔鶴編〜
d_158469	聖騎士長レオン
d_158521	春くらべ
d_158663	再婚相手の息子は昔、私を犯したあの子でした
d_158685	壁サーのギャルVSボク
d_158688	娼年バートリ
d_158752	駆け出し冒険者の末路1【オーク軍勢強襲】女騎士見習い
d_158837	超LOVEる総集編2
d_158854	人妻女社長に連日中出しを命じられる理由〜デキるまで射精しなさい〜
d_158859	金髪シングルマザーとイチャラブする本
d_158865	百合を寝取る
d_158887	素直になれないアナル露出妻 消極的NTR希望
d_158889	寝ている旦那の目の前で元カレ上司に犯●れる
d_158895	小原の休日
d_158925	JK授乳催●部
d_159015	早見さんは目が見えない2
d_159156	世界で一番淫らな処女 〜調教愛4〜
d_159158	騎士王調教撮影記録
d_159167	異世界ハーレム物語〜豪華絢爛！？王室親子丼！〜
d_159171	J〇姪っ子の弱味を握った日
d_159182	LOVE TRIANGLE Z 3
d_159225	女絵師だと思って媚売りまくってたら女装した男だった
d_159286	地味な一人娘が妻の代わりにセフレになってくれた話
d_159298	異形生物図姦Vol.1
d_159320	小悪魔ちゃんのこうげき！
d_159353	先輩が僕にシてるコト2
d_159364	妻が不在のママ友付き合い＋毎年夏はお義父さんとヤってるから
d_159498	時雨メイクラヴ
d_159537	巨乳が悩みの水泳部員
d_159615	他人になるクスリ2
d_159617	陰キャ美少女は、担任に犯●れてもイキまくる2
d_159679	同穴の貉
d_159693	魔法少女錬精システム EPISODE03
d_159701	少女回春6 おっぱい開発デート編
d_159703	花嫁性服 下
d_159718	伊織とふわふわりん
d_159757	放課後の体育倉庫 -歪んだ愛情編 続-
d_159784	義母との情事。妊娠中の妻に隠れて同じ屋根の下で…
d_159797	巨乳聖女が濃厚な舌技で繰り返しヌいてくれた後に本番させてくれるフェラチオ風俗
d_159846	陵●2〜膣内開発〜
d_159872	調教受精済み母娘寝取られ記録
d_159900	昔はカッコよかった2
d_159920	僕の事をバカにしてイジメる彼女は彼氏がいるのに何故か僕から離れない
d_159941	GC vol.4 出産牧場 刻淫の女騎士〜寝取られ篇〜
d_160019	私は、負けません！
d_160020	性イジメ
d_160034	蜜月デストロイヤー5
d_160035	依存体質なヤンデレ彼女は俺の言いなり
d_160059	僕の彼女とセックスしてください
d_160091	少女が買える街1
d_160108	催●性教育 〜先生の教科は性教育でしょう？〜
d_160109	B級漫画9.1
d_160148	弟の娘3 -おじへの嫌悪と肉の快楽の狭間に悶えるJKの姪っ娘-
d_160221	TAMAKARA
d_160286	催●カツドウ！フレンズクールアイドル編
d_160292	瀧のあな。 後編
d_160383	NeuTRal Actor3
d_160385	星の獣のイノチゴイ
d_160409	二分の一のえっちな感情
d_160513	MM61号 妖精さんv 悪いお姉さんにつかまっちゃったねv
d_160534	Daddy-Long-Legs ＃2
d_160535	女体化アニキとおもちゃで遊ぶ本
d_160694	私の体、お貸しします。
d_160790	少し怖いけど大好きなお姉ちゃんが僕の為に犯●れた日の話
d_160791	少年サキュバス-総集編-
d_160828	AV女優さやか人格矯正記録
d_160851	姪にアナル開発されるJK
d_160994	茜ハ摘マレ染メラレル
d_160996	茜ハ摘マレ染メラレル弐
d_161040	清楚なメイドはオス媚び上手
d_161054	催●性指導4 妊娠体験指導
d_161082	推シツケ
d_161105	s.s.s.
d_161161	舞殿
d_161188	四宮かぐやを強●したい2
d_161197	世界一やさしい女騎士
d_161275	久しぶりに会った妹の娘が巨乳でおすまし屋さんになってました。
d_161279	NTR-ネトラレ- 〜木下つばめ〜第1話「つばめの献身」
d_161318	睡華 弐
d_161444	禁書まとめ本
d_161506	弄花2＋3
d_161517	僕と乗っ取りヴィラン膣内射精ミア
d_161519	僕と乗っ取りヴィラン膣内射精ミア Vol.2
d_161528	D.H ダンナニヒミツ 〜石原さゆみ 32歳の場合〜 夏の浴衣の思惑
d_161529	夏が終わるまで 夏の終わり完結編
d_161544	愛妻、同意の上、寝取られ 4 〜岩下家の母〜
d_161546	彼女が隠れドMだった件。
d_161567	俺の妻とセックスしてくれ
d_161639	地味子のお局様がセックスにハマった話
d_161703	無抵抗少女
d_161718	Look at Me
d_161762	巨乳限定。
d_161843	童貞の俺を誘惑するえっちな女子たち！？第6話
d_161857	金曜参姦
d_161935	童貞の俺を誘惑するえっちな女子たち！？第7話
d_161965	AVの撮影現場に絶倫オークが異世界転移してしまった話。
d_161984	快感♀（メス）堕ち2〜欲望のまま堕ち続ける汐莉〜
d_161989	宇崎ちゃんは週末も遊びたい！（オールカラー版）
d_162234	異世界来たので魔法をスケベな事に利用しようと思うIII
d_162244	COMING EVENT総集編
d_162301	君の涙の理由を俺はまだ知らない。
d_162330	30歳 妹
d_162357	小悪魔ちゃんのこうげき！2 童貞いただきます編
d_162371	NTRミッドナイトプール 完結編（上）
d_162407	潮吹きさせる男と潮吹きを我慢する女まとめ
d_162461	森宮缶デレマス本総集編vol.1＋vol.2
d_162664	同人イベントの出張編集部に行った日から妻の様子が…
d_162716	HARD CORE GANGBANG
d_162758	怪鼠一見帳・愛蔵版《特典音声なし》
d_162795	続！！ 子煩悩な良妻賢母がパート先で年下イケメン上司に落とされるまでの記録
d_162820	満ち足りたセイ活〜狙われた眼鏡地味妻〜
d_162881	問題NOTHING！総集編
d_162934	不思議の国
d_162937	優等生 綾香のウラオモテ 総集編02
d_162945	完全敗北ショコラちゃん
d_163021	息子の同級生に枕営業物語4
d_163050	学園まるごと催●ハーレム〜汚っさんとピチピチJK400人のハメハメ生出し孕ませライフ〜
d_163137	武天●カイト新装漫画版ver2.0
d_163168	後輩日記。
d_163251	人妻女教師 篠原瞳
d_163259	後輩萩野との曖昧な関係3
d_163353	淫溺の令嬢3〜揺れ動く心、夜乱れる蜜花〜
d_163354	水曜日の憂鬱
d_163386	小悪魔姫様と発情SEX
d_163462	GRANBYURU OMNIBUS FANTASY
d_163466	FG〇！スケベ箱
d_163467	強●催●聖女淫猥ビッチハイク
d_163555	全員失格エピローグ・二年後の再会 性奴●親子の母子交尾
d_163583	異世界転生した先でパーティーメンバー全員と内緒でえっちしてるニート
d_163721	清楚ビッチな巫女先輩
d_163728	風俗で教え子JKと生ハメ絶倫セックス！？
d_163732	大人馴染
d_163783	僕と鬼がすごす季節
d_163997	研究と偽りHな実験を繰り返す変態女子に誘われた！？ 3巻
d_164034	女教師×生徒3〜相思相愛の女教師が男達に穴という穴を犯●れる話〜
d_164036	軽い気持ちで部屋に上げたギャルとハメまくり！？
d_164123	恥辱の痴●電車4〜彼氏にせがまれ痴●電車に乗った少女〜
d_164130	STUDIOふあん艦○れ総集編
d_164182	渚と鈴と百合のその後
d_164259	18号VS亀○人
d_164277	義妹と一晩中お留守番えっち
d_164344	催●カツドウ！白百合姉妹編
d_164390	匂い立つ汗臭ヘルス〜沙江子〜
d_164453	愛しの先輩ともう一度ハジメテを
d_164461	舞殿の弐
d_164528	泥●人妻お持ち帰りNTR〜ヤリチンに一晩中ハメられました〜
d_164591	放課後メス堕ち指導
d_164626	菜々緒の性活指導へようこそ
d_164633	男子校のカワイイ子が女装した話
d_164746	家出ギャルに生中出ししまくって、性処理同棲始めました1〜4総集編
d_164817	時間をあやつり無許可種付け -処女から妊娠まで無限ループ 1
d_164898	服従のマテリア
d_164955	続！拒み切れずに娘を裏切っちゃう彼女の母〜だって夫はもう年だし、そんなに本気で愛してるとか口説かれたら私もう・・・〜
d_165089	誘拐された女子校生〜繰り返される種付けと強●絶頂〜
d_165091	君がため。
d_165108	小悪魔ちゃんのオオカミ！
d_165129	世紀末救世主来ない伝説 暴行巨神マッチョ・ザ・ハーディー 「ラヴァーズ断罪編」
